,Open,High,Low,Close,Volume,Number of trades
0,4261.48,4280.56,4261.32,4261.45,11.308926,49
1,4280.0,4313.62,4267.99,4308.83,35.872083,122
2,4308.83,4328.69,4304.31,4320.0,21.048648,73
3,4320.0,4320.0,4291.37,4315.32,2.186268,29
4,4330.29,4330.29,4309.37,4311.02,3.566277,14
5,4328.65,4345.45,4319.83,4324.35,3.663414,22
6,4316.62,4316.62,4291.38,4291.38,0.040459,2
7,4291.39,4349.99,4287.41,4349.99,4.40279,23
8,4333.32,4377.85,4333.32,4360.7,0.84226,18
9,4360.7,4360.7,4360.0,4360.69,0.130547,10
10,4360.0,4360.0,4360.0,4360.0,2.295001,10
11,4360.0,4445.78,4360.0,4444.0,8.468622,33
12,4441.1,4443.0,4399.81,4440.0,5.274331,21
13,4400.0,4470.0,4400.0,4460.0,19.591068,61
14,4460.0,4485.39,4454.72,4485.39,24.929329,57
15,4485.39,4485.39,4427.3,4427.3,2.088724,38
16,4436.06,4449.56,4418.12,4418.12,21.095547,77
17,4417.0,4431.13,4411.0,4411.0,1.936851,31
18,4411.0,4445.88,4411.0,4440.0,3.718318,24
19,4435.12,4459.0,4425.21,4459.0,27.594118,94
20,4459.0,4469.46,4435.93,4467.81,21.648809,104
21,4467.81,4485.39,4452.57,4470.82,30.087088,130
22,4470.82,4470.82,4412.1,4432.2,22.594839,161
23,4432.2,4444.9,4333.42,4352.34,45.886431,237
24,4352.33,4354.35,4255.3,4290.17,53.209948,299
25,4290.17,4354.18,4290.17,4354.18,14.248843,99
26,4354.18,4354.84,4301.5,4335.28,21.401496,87
27,4335.28,4354.84,4235.45,4289.24,38.263416,105
28,4289.24,4302.45,4218.68,4287.69,24.946195,96
29,4287.69,4302.45,4222.97,4256.97,26.328968,98
30,4241.91,4302.44,4200.74,4287.61,33.16595,102
31,4287.61,4335.3,4287.61,4325.23,13.5449,100
32,4307.56,4325.23,4261.0,4273.16,26.16558,119
33,4258.56,4354.84,4258.56,4346.74,22.809892,128
34,4346.74,4369.69,4315.85,4349.33,29.292665,122
35,4349.33,4369.69,4309.23,4333.55,32.480371,126
36,4333.55,4349.63,4310.0,4326.29,26.241174,125
37,4326.28,4359.13,4319.11,4336.8,31.134968,111
38,4313.39,4337.38,4300.0,4327.89,39.337249,122
39,4327.89,4332.26,4280.82,4285.08,42.308014,148
40,4285.08,4309.92,4267.78,4292.11,26.371471,112
41,4292.11,4340.62,4228.76,4286.53,56.064003,156
42,4269.36,4269.36,4134.61,4214.97,53.313177,131
43,4214.97,4269.36,4200.6,4243.59,22.371706,112
44,4251.95,4298.64,4234.0,4278.05,39.571955,126
45,4278.05,4278.05,4242.75,4267.59,14.499382,93
46,4244.77,4308.7,4244.77,4244.77,29.093027,158
47,4244.77,4296.6,4234.0,4292.39,34.908322,148
48,4292.39,4292.39,4234.43,4245.0,25.454966,140
49,4245.0,4292.39,4234.67,4287.92,25.342549,127
50,4287.92,4319.93,4250.04,4317.21,35.170531,172
51,4317.21,4340.62,4274.16,4313.56,28.998755,195
52,4313.56,4316.98,4262.32,4289.09,24.411926,103
53,4289.09,4304.66,4247.75,4279.46,39.823498,195
54,4279.46,4304.66,4270.48,4286.05,33.833827,110
55,4286.05,4304.67,4270.48,4300.25,35.352977,93
56,4285.0,4307.41,4284.33,4306.41,36.146521,119
57,4306.41,4320.71,4259.85,4282.73,38.683328,128
58,4265.33,4327.25,4265.33,4307.01,26.419827,101
59,4317.6,4317.6,4276.89,4304.15,19.233329,127
60,4304.15,4349.0,4296.04,4349.0,28.417819,103
61,4330.26,4371.52,4317.91,4356.31,23.145856,124
62,4356.31,4357.37,4327.0,4330.0,12.303876,96
63,4330.0,4343.23,4302.72,4340.31,11.789573,82
64,4320.52,4340.31,4320.52,4340.3,13.917707,80
65,4340.3,4340.3,4287.79,4331.71,1.20125,16
66,4302.97,4318.16,4273.74,4278.0,11.958861,45
67,4278.0,4293.65,4221.05,4293.09,34.574906,132
68,4293.09,4293.09,4224.72,4256.79,41.871411,107
69,4229.42,4259.4,4193.7,4259.4,32.497532,118
70,4259.4,4259.4,4209.5,4229.86,18.317684,94
71,4200.0,4249.51,4200.0,4236.89,21.630033,105
72,4234.54,4275.63,4234.54,4273.78,20.979757,103
73,4273.78,4283.79,4250.34,4250.34,24.059067,94
74,4250.34,4250.34,4197.73,4197.73,42.514091,95
75,4176.64,4197.73,4066.53,4193.35,20.177375,69
76,4171.17,4297.75,4128.0,4173.0,16.503684,97
77,4172.99,4177.41,4117.41,4117.41,8.81497,77
78,4086.28,4131.0,4015.7,4066.21,24.742744,88
79,4066.21,4136.48,4051.67,4136.28,35.855282,130
80,4135.0,4135.0,4010.9,4010.9,9.03771,56
81,4043.92,4061.0,3981.13,4021.11,10.930327,99
82,4015.4,4015.4,3949.36,3982.87,7.135815,63
83,3982.87,3982.87,3938.77,3975.69,7.602816,91
84,3996.92,4094.0,3938.77,4094.0,24.603525,154
85,4062.21,4131.83,4062.21,4113.75,5.30268,55
86,4106.35,4136.48,4085.88,4119.42,20.900551,84
87,4119.42,4120.42,4091.53,4108.37,24.036285,130
88,4108.37,4135.47,4084.28,4125.44,22.313652,119
89,4125.44,4178.31,4110.47,4163.49,18.995225,77
90,4163.49,4178.31,4143.11,4156.99,3.744308,50
91,4156.99,4184.69,4148.53,4148.53,25.090869,96
92,4148.53,4168.07,4148.53,4168.07,13.347959,64
93,4168.07,4184.0,4156.39,4156.39,5.406515,57
94,4180.0,4180.0,4120.0,4156.0,8.589848,77
95,4121.0,4156.0,4103.52,4138.55,11.022072,45
96,4138.5,4156.0,4076.63,4130.0,14.960681,74
97,4130.0,4140.0,4046.26,4068.26,2.392551,24
98,4123.95,4123.95,4047.71,4047.71,8.552404,41
99,4047.71,4082.27,4027.83,4077.0,3.96179,25
100,4077.0,4082.0,4026.34,4045.59,39.04264,94
101,4064.85,4064.85,3986.87,3986.87,12.412791,73
102,3969.12,3999.15,3933.21,3999.15,9.028769,63
103,3999.15,4033.47,3977.19,4033.47,22.400453,99
104,4033.47,4064.84,4023.88,4035.08,12.879715,76
105,4013.89,4035.08,3964.08,3999.0,5.12669,36
106,3999.0,4036.08,3999.0,4021.04,4.161962,33
107,4049.74,4082.25,4049.74,4068.2,1.022261,15
108,4054.0,4082.0,4000.58,4000.58,3.893857,33
109,4033.0,4033.0,3982.08,4000.58,1.992974,26
110,4016.0,4033.0,3951.14,3960.76,28.507345,152
111,3981.81,4002.87,3850.0,3957.6,19.671238,110
112,3945.12,4033.0,3928.89,4033.0,6.408611,63
113,3999.96,4095.0,3991.51,4095.0,15.822373,110
114,4095.0,4100.0,4059.92,4059.93,5.264823,14
115,4059.92,4099.78,4035.49,4039.84,7.440841,40
116,4066.0,4068.31,4013.7,4027.21,2.045445,18
117,4045.0,4045.19,4029.68,4042.41,2.288981,16
118,4036.59,4063.44,4016.96,4016.96,6.288893,45
119,3995.63,3995.63,3964.67,3972.05,1.955611,14
120,4036.19,4049.69,3994.33,4049.69,1.008331,12
121,4049.69,4049.69,3953.4,4000.0,3.075846,27
122,3985.0,4000.98,3976.72,4000.98,2.194701,15
123,4000.98,4048.99,4000.98,4027.37,0.874847,10
124,4013.69,4079.0,4013.69,4079.0,17.128223,69
125,4079.0,4096.0,4078.0,4086.29,0.019979,6
126,4073.47,4103.92,4073.47,4089.01,1.615402,20
127,4088.71,4088.71,4076.12,4076.12,0.007727,2
128,4088.71,4103.92,4051.47,4069.66,0.781035,12
129,4062.39,4099.0,4051.47,4075.98,2.206535,22
130,4075.98,4149.98,4075.98,4149.98,2.628583,19
131,4149.99,4149.99,4074.23,4074.23,1.323611,16
132,4090.0,4141.0,4090.0,4139.98,1.077053,21
133,4139.98,4139.98,4120.78,4139.98,1.281044,15
134,4120.78,4139.98,4120.78,4139.98,0.052244,7
135,4139.98,4139.98,4139.98,4139.98,0.000455,1
136,4120.98,4139.98,4044.0,4096.33,2.332235,23
137,4095.33,4095.33,4086.09,4086.09,0.011689,2
138,4086.09,4086.09,4066.49,4082.53,0.964379,20
139,4069.98,4082.53,4052.82,4082.53,0.096772,3
140,4096.33,4112.03,4090.13,4112.03,1.388629,18
141,4082.62,4124.69,4082.62,4124.69,1.469932,10
142,4111.26,4111.26,4111.26,4111.26,0.3,1
143,4111.26,4111.26,4094.62,4094.62,0.047647,2
144,4094.62,4094.62,4094.62,4094.62,0.204457,14
145,4094.62,4094.62,4091.8,4093.0,0.604786,23
146,4087.0,4142.16,4087.0,4142.16,9.954926,59
147,4142.16,4142.16,4095.39,4117.41,0.78813,10
148,4117.41,4117.41,4087.38,4093.57,1.665668,20
149,4093.57,4117.41,4081.19,4115.41,1.249883,23
150,4081.4,4117.41,4081.4,4109.41,3.032196,35
151,4108.33,4156.56,4081.41,4155.87,11.103864,91
152,4155.87,4184.68,4032.62,4184.68,10.208067,106
153,4169.89,4211.08,4149.34,4184.73,7.187449,36
154,4155.0,4158.61,4155.0,4155.0,0.329309,4
155,4155.0,4155.0,4155.0,4155.0,0.066571,5
156,4155.0,4155.0,4155.0,4155.0,0.0,0
157,4140.0,4142.41,4109.84,4142.41,0.947044,11
158,4104.68,4125.44,4080.0,4125.44,2.219979,25
159,4080.01,4108.37,4080.0,4106.53,15.061524,81
160,4106.53,4125.43,4080.0,4080.0,1.907943,26
161,4080.0,4125.43,4080.0,4108.47,0.857897,22
162,4125.0,4125.0,4125.0,4125.0,0.012787,2
163,4114.4,4114.4,4063.35,4063.35,1.245375,3
164,4096.32,4096.32,4079.84,4096.32,1.410942,11
165,4096.32,4096.32,4068.5,4096.32,0.054708,3
166,4100.0,4114.4,4100.0,4114.4,2.790481,3
167,4101.13,4125.0,4100.56,4125.0,20.833133,58
168,4125.0,4128.11,4100.0,4111.51,6.924466,30
169,4111.51,4150.0,4091.59,4131.46,16.442512,55
170,4131.46,4138.07,4102.05,4132.47,20.340746,117
171,4132.47,4135.0,4101.4,4129.0,28.875918,115
172,4129.32,4132.47,4116.0,4132.0,24.151521,97
173,4132.0,4158.61,4120.0,4154.56,23.937354,88
174,4154.56,4185.94,4144.85,4166.0,33.114774,86
175,4166.0,4185.14,4159.99,4164.6,16.208226,101
176,4161.59,4171.62,4116.0,4137.18,31.048944,105
177,4137.18,4140.93,4120.72,4140.93,22.388691,103
178,4140.93,4156.56,4128.75,4131.47,19.111337,103
179,4146.53,4152.37,4134.48,4150.0,16.616087,112
180,4162.59,4169.98,4133.41,4156.57,19.183603,101
181,4156.56,4169.98,4132.31,4169.98,18.914974,115
182,4151.14,4171.62,4124.44,4124.44,29.998408,115
183,4130.85,4156.2,4069.13,4086.29,39.477059,128
184,4069.13,4106.36,4062.78,4105.63,25.239141,171
185,4099.26,4119.62,4074.52,4108.28,27.852184,98
186,4108.28,4114.86,4083.8,4114.86,30.584792,118
187,4114.86,4114.86,4080.66,4094.6,25.384355,107
188,4094.6,4109.26,4039.0,4061.19,40.732675,120
189,4039.01,4079.94,4039.01,4079.94,18.228474,92
190,4079.94,4088.8,4048.75,4083.77,25.019963,122
191,4083.77,4104.68,4048.74,4084.76,27.796559,103
192,4079.26,4084.8,4047.75,4079.25,19.110905,112
193,4079.25,4104.68,4063.5,4104.68,20.379867,126
194,4104.68,4104.68,4047.77,4082.96,25.582333,124
195,4066.21,4066.21,4011.02,4016.9,41.597969,153
196,4011.04,4032.01,3953.41,3953.41,28.02674,153
197,3991.05,4031.46,3953.4,3982.96,38.671005,202
198,3982.96,4044.32,3970.63,4033.22,23.126,208
199,4033.22,4055.92,4019.0,4043.63,26.08031,122
200,4043.63,4055.92,4010.78,4035.0,33.588145,121
201,4035.0,4039.0,4022.88,4036.3,21.32419,77
202,4036.3,4077.07,4035.82,4035.82,3.108382,28
203,4046.9,4075.0,4046.9,4074.0,0.796326,25
204,4066.0,4088.12,4066.0,4088.08,5.055503,95
205,4082.93,4088.1,4082.93,4088.1,0.035001,5
206,4063.0,4063.0,4010.78,4010.78,4.711385,20
207,4010.78,4023.11,4000.01,4023.11,10.259382,83
208,4023.11,4023.11,4002.0,4023.0,3.490432,56
209,4023.0,4023.0,4000.0,4000.0,2.987248,40
210,4000.0,4023.11,3953.4,4007.19,15.202606,103
211,3951.5,4007.19,3934.43,3951.49,7.005379,77
212,3914.59,4011.98,3911.79,3979.11,3.804975,46
213,3999.8,4023.11,3937.01,3989.17,3.890326,57
214,3967.5,4020.0,3920.55,4014.99,3.466471,47
215,4014.99,4022.0,3972.5,4022.0,3.915359,53
216,4005.99,4026.04,3951.26,3977.39,7.31309,67
217,4026.02,4029.05,4026.02,4029.05,0.003453,3
218,4019.99,4019.99,3951.26,3985.62,3.53994,47
219,4014.99,4029.06,3980.76,4016.2,1.532588,19
220,3997.57,4029.06,3962.74,4027.0,1.363787,25
221,3986.16,4027.0,3918.8,3918.8,2.52069,48
222,3918.8,4042.11,3918.8,4025.0,5.842792,88
223,4027.51,4027.51,4015.21,4027.05,2.35059,33
224,4027.05,4042.11,3950.0,3950.0,21.753417,89
225,4021.03,4027.05,4003.03,4025.04,10.355182,75
226,4025.04,4027.05,4009.01,4019.52,23.079475,130
227,4015.76,4070.49,4007.51,4039.1,16.277237,64
228,4039.1,4041.23,4008.63,4039.09,13.404031,77
229,4039.09,4041.1,4013.63,4041.1,5.388623,36
230,4025.0,4031.87,4009.51,4016.0,2.307881,30
231,4016.0,4016.0,3987.5,4016.0,8.655902,77
232,4016.0,4016.0,3974.05,3974.05,17.601518,100
233,3974.05,3983.19,3789.95,3790.0,42.737499,185
234,3790.0,3890.51,3733.71,3799.99,13.302245,80
235,3728.91,3844.98,3688.97,3700.0,16.824264,157
236,3700.0,3844.95,3689.0,3797.99,1.398921,18
237,3796.0,3849.98,3759.5,3849.98,6.935683,112
238,3822.5,3849.98,3802.53,3849.98,10.928097,47
239,3823.0,3862.39,3823.0,3862.39,4.957119,32
240,3863.0,3868.57,3683.03,3683.03,14.079566,96
241,3683.03,3695.59,3450.98,3500.8,14.586473,42
242,3500.8,3695.62,3450.97,3690.0,9.129885,72
243,3680.0,3680.0,3400.0,3626.99,5.369505,21
244,3619.95,3827.22,3619.95,3827.22,17.405234,87
245,3813.12,3854.46,3780.53,3803.0,44.691135,208
246,3803.0,3803.0,3733.8,3777.05,29.495181,195
247,3777.05,3803.0,3746.97,3798.08,32.46454,214
248,3798.08,3805.76,3751.64,3790.11,17.181747,155
249,3790.0,3805.76,3750.08,3794.12,19.686364,110
250,3794.12,3875.44,3775.01,3869.42,37.281856,142
251,3869.42,3920.31,3851.54,3904.56,38.890322,161
252,3904.56,3904.56,3826.12,3893.92,31.479277,204
253,3893.92,3904.51,3844.08,3844.08,27.842904,257
254,3844.07,3893.52,3841.18,3893.52,32.455277,282
255,3853.53,3905.56,3853.53,3866.48,16.913489,155
256,3866.48,3920.31,3853.53,3920.31,37.396362,388
257,3934.49,3990.12,3904.32,3934.01,38.391222,217
258,3949.01,3964.75,3889.38,3889.38,19.521937,324
259,3889.38,3925.99,3874.35,3920.99,19.101934,113
260,3874.38,3920.99,3786.81,3786.81,21.602001,171
261,3786.81,3849.0,3786.81,3849.0,4.580527,65
262,3829.5,3921.63,3810.07,3874.41,19.646072,89
263,3899.99,3919.97,3858.23,3858.23,19.118366,104
264,3858.23,3919.99,3853.47,3910.92,18.030028,93
265,3919.99,3952.89,3874.45,3905.84,16.74975,69
266,3905.84,3998.99,3888.79,3950.55,25.260582,96
267,3998.78,3998.78,3934.12,3943.0,20.018546,138
268,3944.0,4067.0,3944.0,4063.69,22.003158,153
269,4063.69,4104.82,4026.83,4043.76,23.128985,156
270,4071.22,4085.0,4001.42,4019.97,14.431706,125
271,4019.97,4101.24,3984.23,3984.24,19.9129,187
272,3984.5,4061.54,3953.13,3953.13,14.7706,110
273,3953.13,4058.83,3953.13,3960.29,15.741824,77
274,3960.29,4038.96,3948.6,3948.6,10.875477,68
275,3948.6,3999.99,3946.67,3946.67,10.410096,86
276,3999.96,4046.11,3944.04,3978.77,11.993208,112
277,3978.77,4031.99,3971.4,4002.0,19.271695,177
278,4009.1,4017.49,3944.03,3977.39,21.056916,148
279,3977.39,4045.0,3974.37,4040.0,20.032865,96
280,4040.0,4075.9,4013.89,4036.92,14.198882,102
281,4064.2,4077.18,4020.09,4036.0,9.651155,95
282,4048.1,4084.99,4035.38,4071.16,25.280845,112
283,4077.58,4100.0,4064.68,4100.0,21.295565,103
284,4101.53,4127.99,4098.56,4099.0,25.554434,240
285,4099.0,4126.66,4049.74,4083.72,20.280792,129
286,4083.72,4126.99,4050.04,4092.93,24.730259,132
287,4092.93,4124.42,4068.67,4100.41,18.666452,84
288,4084.54,4115.87,4067.75,4070.02,19.530204,114
289,4100.0,4114.99,4054.01,4083.6,18.339214,164
290,4084.0,4110.0,4055.12,4071.0,18.390151,127
291,4071.0,4093.31,4053.18,4053.18,14.42928,103
292,4064.0,4088.97,4035.32,4066.88,19.553258,137
293,4066.88,4099.99,4066.88,4080.0,16.389235,125
294,4089.45,4098.88,4052.49,4052.49,16.297858,181
295,4060.67,4098.0,4052.5,4074.88,18.910403,160
296,4081.63,4093.98,4058.26,4081.0,16.565067,102
297,4081.0,4124.0,4057.0,4124.0,21.132851,150
298,4123.88,4242.32,4100.15,4194.91,24.963996,109
299,4218.61,4242.28,4188.62,4203.12,15.217201,111
300,4208.11,4228.02,4194.9,4214.44,13.255509,110
301,4224.0,4228.02,4188.63,4228.02,10.807365,93
302,4203.12,4228.01,4174.09,4208.7,16.597997,225
303,4200.0,4237.99,4188.0,4237.99,16.484036,153
304,4205.98,4265.8,4205.98,4219.06,26.995821,331
305,4236.53,4265.8,4174.0,4215.68,35.642869,310
306,4215.68,4230.92,4155.0,4190.17,52.469131,772
307,4190.08,4212.29,4155.28,4211.0,28.779123,266
308,4166.89,4212.29,4166.79,4208.77,21.060778,290
309,4207.77,4208.77,4154.51,4174.0,37.253164,369
310,4174.0,4196.42,4150.65,4196.42,17.706404,146
311,4201.75,4226.95,4166.27,4197.05,17.453279,117
312,4226.94,4254.79,4197.05,4239.46,45.024595,829
313,4239.46,4259.58,4209.51,4210.03,26.12516,274
314,4220.56,4231.0,4166.33,4180.01,26.924058,189
315,4209.47,4209.47,4166.27,4166.27,12.246436,128
316,4166.27,4191.71,4150.65,4150.65,11.567324,102
317,4183.67,4183.67,4135.38,4143.37,20.297609,116
318,4143.37,4168.9,4103.51,4156.61,13.191438,78
319,4116.26,4156.75,4116.26,4117.07,19.260965,140
320,4136.48,4136.48,4074.87,4090.0,19.432272,113
321,4101.53,4118.99,4073.41,4118.4,23.325385,126
322,4105.25,4178.65,4092.99,4118.0,27.587777,124
323,4118.0,4147.0,4090.0,4090.0,13.480307,134
324,4090.0,4111.36,4069.8,4089.18,12.199829,135
325,4089.18,4152.0,4088.44,4114.2,14.938835,114
326,4151.88,4151.88,4114.0,4147.88,19.574455,154
327,4128.5,4169.99,4113.79,4114.01,22.077542,111
328,4147.0,4154.55,4114.08,4153.68,15.681456,90
329,4147.92,4153.68,4125.4,4131.0,14.43028,132
330,4132.0,4160.73,4113.9,4141.41,17.189594,101
331,4141.42,4195.0,4140.78,4140.91,13.376684,105
332,4141.88,4204.55,4141.51,4155.82,13.2481,116
333,4156.36,4190.48,4131.92,4131.92,14.581402,175
334,4146.97,4163.59,4097.83,4130.0,17.875074,102
335,4109.74,4149.0,4085.01,4113.58,17.13756,82
336,4113.58,4148.19,4100.04,4112.49,17.483209,126
337,4112.49,4139.88,4090.39,4113.98,14.764362,98
338,4113.98,4146.53,4113.49,4128.82,16.188679,115
339,4132.82,4177.64,4131.91,4132.09,11.97009,100
340,4132.09,4174.0,4131.91,4148.34,15.973891,85
341,4149.0,4177.18,4133.42,4133.42,13.947645,102
342,4153.97,4173.99,4133.41,4156.88,23.001595,81
343,4156.88,4172.0,4153.32,4153.32,9.849989,82
344,4153.8,4196.94,4153.32,4186.88,14.53987,88
345,4186.88,4206.88,4183.21,4200.0,17.735558,126
346,4200.0,4224.0,4168.26,4196.73,13.49241,163
347,4168.38,4211.79,4150.0,4165.01,25.423936,219
348,4166.0,4250.94,4165.01,4172.0,36.547187,423
349,4185.0,4199.19,4165.2,4173.98,29.947365,351
350,4173.98,4211.0,4173.98,4180.0,16.248777,127
351,4185.38,4215.74,4166.67,4202.0,17.551385,217
352,4211.78,4224.64,4136.33,4136.33,17.889435,206
353,4160.0,4185.0,4136.58,4150.89,13.471037,136
354,4167.69,4184.48,4148.78,4162.48,11.67336,102
355,4161.48,4177.0,4148.78,4157.74,26.967318,251
356,4173.11,4207.77,4157.74,4201.2,30.498803,284
357,4202.0,4250.9,4192.18,4221.0,21.817172,118
358,4235.9,4250.78,4196.01,4208.0,12.038142,81
359,4208.0,4230.0,4207.78,4222.0,12.642075,86
360,4223.06,4250.71,4207.86,4214.0,19.679635,126
361,4239.5,4245.0,4214.0,4215.0,9.635985,105
362,4225.5,4236.0,4196.01,4196.01,12.788861,99
363,4202.06,4212.0,4178.22,4188.18,14.753772,147
364,4188.18,4209.0,4179.22,4207.0,14.416359,80
365,4180.02,4221.0,4180.02,4221.0,13.584222,84
366,4234.0,4247.99,4206.61,4220.38,14.278492,88
367,4220.38,4250.77,4206.61,4216.07,12.442032,110
368,4216.1,4245.0,4216.1,4235.0,11.825338,88
369,4200.0,4230.0,4193.17,4193.5,10.773627,69
370,4208.1,4234.0,4205.87,4205.87,10.790676,96
371,4205.87,4230.0,4205.87,4207.0,12.952615,135
372,4207.0,4291.0,4206.11,4270.0,17.01358,85
373,4290.0,4330.61,4267.86,4326.23,11.524399,78
374,4326.24,4371.68,4312.68,4335.0,23.297475,93
375,4335.0,4357.36,4297.76,4316.01,12.478245,94
376,4316.01,4351.98,4310.59,4319.66,16.347182,182
377,4319.66,4369.0,4313.57,4366.0,31.842602,450
378,4368.0,4370.0,4344.66,4347.54,20.837247,268
379,4353.49,4358.0,4328.58,4333.01,15.862957,207
380,4333.01,4349.0,4328.58,4329.0,10.49694,114
381,4329.01,4363.71,4329.01,4363.71,17.199631,110
382,4346.14,4363.71,4295.76,4295.8,15.496495,84
383,4295.8,4349.02,4295.75,4312.69,13.021472,96
384,4312.69,4362.0,4312.69,4328.62,16.692464,165
385,4345.32,4362.0,4310.2,4310.2,13.784509,157
386,4296.63,4340.0,4296.63,4335.28,9.34252,92
387,4335.28,4339.98,4281.04,4281.04,8.52535,60
388,4294.79,4320.0,4267.5,4267.5,14.308798,91
389,4274.84,4333.96,4274.84,4302.72,17.531047,128
390,4302.72,4335.0,4300.0,4317.67,11.923922,158
391,4326.33,4334.77,4317.67,4329.0,9.400933,74
392,4317.81,4354.35,4316.54,4316.55,11.8862,53
393,4316.55,4340.75,4316.55,4332.17,9.475933,111
394,4332.17,4348.0,4332.17,4348.0,7.693419,120
395,4336.0,4352.0,4335.59,4344.56,4.542941,67
396,4344.56,4344.56,4330.0,4330.0,2.6664,11
397,4337.28,4344.56,4298.74,4314.33,12.373053,116
398,4331.67,4349.0,4314.33,4314.33,9.135158,98
399,4315.0,4361.28,4313.0,4361.27,16.659956,118
400,4361.27,4361.27,4261.13,4317.67,95.068172,1605
401,4317.67,4338.99,4281.01,4309.69,15.930437,286
402,4311.69,4345.0,4304.9,4304.9,13.493073,114
403,4321.44,4324.76,4297.66,4312.0,7.307945,74
404,4303.82,4340.0,4291.52,4330.0,5.57453,73
405,4299.0,4338.0,4299.0,4305.0,5.035736,66
406,4321.5,4422.29,4321.5,4409.3,13.378893,121
407,4417.7,4417.7,4355.86,4394.36,8.41787,68
408,4394.36,4433.25,4375.29,4389.58,12.010986,122
409,4423.81,4453.91,4412.29,4447.31,5.773794,57
410,4414.01,4423.1,4385.34,4399.79,5.964723,53
411,4399.79,4424.99,4372.29,4402.32,9.929221,110
412,4409.44,4418.08,4388.88,4402.34,6.297912,97
413,4410.0,4449.44,4402.34,4449.44,3.004495,26
414,4406.35,4420.0,4388.89,4388.89,1.193262,11
415,4388.89,4388.89,4284.11,4307.17,8.224937,42
416,4326.0,4326.0,4250.01,4250.01,6.734951,88
417,4250.01,4313.93,4247.48,4286.29,4.824071,54
418,4286.29,4335.0,4268.5,4268.85,2.148712,41
419,4298.67,4336.13,4250.08,4288.99,7.425441,71
420,4288.99,4347.54,4288.99,4309.22,5.037754,78
421,4311.71,4365.0,4303.37,4303.37,3.915001,56
422,4304.02,4326.95,4289.0,4302.13,4.12343,24
423,4302.13,4343.18,4280.68,4280.68,5.750265,87
424,4280.71,4315.0,4274.33,4280.0,3.987313,60
425,4280.01,4310.0,4280.0,4281.0,1.211387,7
426,4305.5,4315.0,4282.0,4308.13,2.256379,30
427,4283.0,4285.0,4283.0,4284.0,2.002839,11
428,4284.0,4300.13,4260.65,4260.65,4.866021,69
429,4296.39,4305.75,4260.62,4266.04,9.745847,74
430,4245.01,4285.56,4228.99,4273.84,8.338235,72
431,4269.86,4297.94,4256.14,4297.94,9.230547,102
432,4297.94,4297.94,4282.8,4282.8,0.449293,5
433,4271.51,4297.94,4271.51,4297.94,0.097233,10
434,4297.94,4297.94,4252.44,4263.04,4.685914,37
435,4272.98,4319.67,4267.98,4295.75,12.164797,94
436,4307.72,4319.59,4280.81,4280.82,6.618092,55
437,4300.26,4319.7,4280.82,4319.7,2.325055,24
438,4308.82,4319.6,4297.94,4297.94,1.407451,9
439,4319.7,4319.7,4319.7,4319.7,0.959453,30
440,4319.7,4319.7,4318.74,4318.74,1.396026,4
441,4319.7,4319.7,4319.7,4319.7,0.215649,1
442,4318.74,4318.74,4260.88,4303.08,12.342823,80
443,4302.59,4302.59,4274.84,4274.84,2.382976,14
444,4289.12,4303.57,4289.12,4289.12,1.735299,10
445,4317.99,4317.99,4289.12,4292.8,4.556492,37
446,4307.5,4317.99,4292.8,4292.8,6.8837,44
447,4301.31,4301.31,4287.79,4288.72,6.640116,52
448,4288.72,4297.93,4274.83,4274.83,5.010631,65
449,4273.84,4306.74,4234.42,4243.98,10.676902,90
450,4260.41,4276.85,4221.14,4247.94,4.110222,35
451,4247.95,4295.0,4234.0,4261.89,5.327337,43
452,4258.53,4267.95,4242.04,4261.89,3.41281,26
453,4271.85,4274.0,4271.85,4274.0,0.886912,22
454,4274.0,4275.0,4259.9,4259.9,1.686296,28
455,4259.9,4275.0,4246.96,4275.0,3.543874,55
456,4275.0,4275.0,4275.0,4275.0,0.332861,4
457,4257.0,4275.0,4212.41,4265.97,10.184835,61
458,4265.97,4272.99,4230.02,4234.7,5.193957,81
459,4234.7,4263.87,4234.7,4255.19,3.686637,48
460,4255.19,4262.99,4236.51,4262.99,0.780813,21
461,4262.0,4273.0,4237.0,4272.0,4.800912,59
462,4272.0,4318.0,4258.51,4292.36,13.8078,183
463,4292.36,4351.32,4269.83,4293.52,8.643293,93
464,4293.52,4335.06,4279.0,4302.0,7.84121,80
465,4302.0,4333.56,4302.0,4333.56,2.855645,27
466,4345.0,4345.0,4301.14,4319.64,4.738184,57
467,4312.93,4334.99,4288.1,4313.98,7.477332,77
468,4323.06,4329.99,4297.94,4297.94,4.079839,35
469,4330.0,4330.0,4288.09,4300.0,4.327133,52
470,4288.1,4352.18,4288.09,4330.0,5.448302,69
471,4330.0,4367.0,4330.0,4337.44,2.755394,18
472,4332.51,4348.21,4315.52,4327.83,10.130059,94
473,4338.92,4368.2,4338.92,4354.0,8.411276,90
474,4339.0,4368.0,4338.93,4368.0,7.603475,90
475,4353.47,4383.03,4346.0,4379.32,11.808343,137
476,4379.5,4400.0,4368.63,4400.0,5.775308,101
477,4394.0,4394.0,4368.1,4368.1,4.908101,50
478,4379.24,4379.24,4328.4,4328.4,7.591808,101
479,4328.39,4357.35,4314.91,4314.91,6.752018,68
480,4329.19,4370.85,4303.02,4328.0,11.766324,178
481,4328.0,4328.0,4328.0,4328.0,0.973571,33
